AtoB,BtoA,CtoD,DtoC,CtoE,EtoC,EtoA,AtoE,semmi,AB,BC,CD,DE,EA,CE
0.044848091914304104,0.5485510752546381,0,0,0.27473755277304923,0.36827734002258333,0.46960327561370724,0.3909237879803881,0,0,0,1,0,0,0
0.044848091914304104,0.5485510752546381,0.6656613407534373,0.8378806156362906,0.46960327561370724,0.3909237879803881,0.9392065512274145,0.7818475759607763,0,0,0,0,1,0,0
0.43577187989469224,1.0181543508683453,0.6656613407534373,0.8378806156362906,0,0,0,0,0,0,0,0,0,1,0
0.044848091914304104,0.5485510752546381,0.27473755277304923,0.36827734002258333,0,0,0.46960327561370724,0.3909237879803881,0,0,0,0,0,0,1
0.19037742444086253,0.04938222102198342,0.262986732316126,0.7184202949957652,0,0,0.06967599261956238,0.2794501965550657,1,0,0,0,0,0,0
0,0,0.262986732316126,0.7184202949957652,0.04938222102198342,0.19037742444086253,0.1190582136415458,0.46982762099592823,0,1,0,0,0,0,0
0.9087977194366277,0.31236895333810943,0,0,0,0,0.7880962876153276,0.5424369288711917,0,0,1,0,0,0,0
0.19037742444086253,0.04938222102198342,0,0,0.262986732316126,0.7184202949957652,0.06967599261956238,0.2794501965550657,0,0,0,1,0,0,0
0.19037742444086253,0.04938222102198342,0.5424369288711917,0.7880962876153276,0.06967599261956238,0.2794501965550657,0.13935198523912476,0.5589003931101314,0,0,0,0,1,0,0
0.46982762099592823,0.1190582136415458,0.5424369288711917,0.7880962876153276,0,0,0,0,0,0,0,0,0,1,0
0.19037742444086253,0.04938222102198342,0.262986732316126,0.7184202949957652,0,0,0.06967599261956238,0.2794501965550657,0,0,0,0,0,0,1
0.10973697429886951,0.4935926272603,0.07770283883038193,0.4333080532665482,0,0,0.26662383653814037,0.044310465264908575,1,0,0,0,0,0,0
0,0,0.07770283883038193,0.4333080532665482,0.4935926272603,0.10973697429886951,0.7602164637984403,0.1540474395637781,0,1,0,0,0,0,0
0.5430450275654177,0.5712954660906819,0,0,0,0,0.6999318898046886,0.1220133040952905,0,0,1,0,0,0,0
0.10973697429886951,0.4935926272603,0,0,0.07770283883038193,0.4333080532665482,0.26662383653814037,0.044310465264908575,0,0,0,1,0,0,0
0.10973697429886951,0.4935926272603,0.1220133040952905,0.6999318898046886,0.26662383653814037,0.044310465264908575,0.5332476730762807,0.08862093052981715,0,0,0,0,1,0,0
0.1540474395637781,0.7602164637984403,0.1220133040952905,0.6999318898046886,0,0,0,0,0,0,0,0,0,1,0
0.10973697429886951,0.4935926272603,0.07770283883038193,0.4333080532665482,0,0,0.26662383653814037,0.044310465264908575,0,0,0,0,0,0,1
0.40858375146411924,0.17171474828222624,0.12246729619382621,0.05512790894044162,0,0,0.24446766753510563,0.1408543761980307,1,0,0,0,0,0,0
0,0,0.12246729619382621,0.05512790894044162,0.17171474828222624,0.40858375146411924,0.41618241581733184,0.5494381276621499,0,1,0,0,0,0,0
0.46371166040456085,0.29418204447605245,0,0,0,0,0.29959557647554724,0.2633216723918569,0,0,1,0,0,0,0
0.40858375146411924,0.17171474828222624,0,0,0.12246729619382621,0.05512790894044162,0.24446766753510563,0.1408543761980307,0,0,0,1,0,0,0
0.40858375146411924,0.17171474828222624,0.2633216723918569,0.29959557647554724,0.24446766753510563,0.1408543761980307,0.48893533507021125,0.2817087523960614,0,0,0,0,1,0,0
0.5494381276621499,0.41618241581733184,0.2633216723918569,0.29959557647554724,0,0,0,0,0,0,0,0,0,1,0
0.40858375146411924,0.17171474828222624,0.12246729619382621,0.05512790894044162,0,0,0.24446766753510563,0.1408543761980307,0,0,0,0,0,0,1
0.22491767777939933,0.186138444989213,0.05062187386350975,0.08991421192897867,0,0,0.21367027826909687,0.09507981208643032,1,0,0,0,0,0,0
0,0,0.05062187386350975,0.08991421192897867,0.186138444989213,0.22491767777939933,0.39980872325830985,0.31999748986582965,0,1,0,0,0,0,0
0.314831889708378,0.23676031885272275,0,0,0,0,0.30358449019807554,0.14570168594994007,0,0,1,0,0,0,0
0.22491767777939933,0.186138444989213,0,0,0.05062187386350975,0.08991421192897867,0.21367027826909687,0.09507981208643032,0,0,0,1,0,0,0
0.22491767777939933,0.186138444989213,0.14570168594994007,0.30358449019807554,0.21367027826909687,0.09507981208643032,0.42734055653819375,0.19015962417286064,0,0,0,0,1,0,0
0.31999748986582965,0.39980872325830985,0.14570168594994007,0.30358449019807554,0,0,0,0,0,0,0,0,0,1,0
0.22491767777939933,0.186138444989213,0.05062187386350975,0.08991421192897867,0,0,0.21367027826909687,0.09507981208643032,0,0,0,0,0,0,1
0.18352064331306361,0.7269202545799774,0.2534975825358967,0.019654465414400746,0,0,0.5740458868009856,0.08773002160756149,1,0,0,0,0,0,0
0,0,0.2534975825358967,0.019654465414400746,0.7269202545799774,0.18352064331306361,1.300966141380963,0.2712506649206251,0,1,0,0,0,0,0
0.20317510872746436,0.9804178371158742,0,0,0,0,0.5937003522153863,0.3412276041434582,0,0,1,0,0,0,0
0.18352064331306361,0.7269202545799774,0,0,0.2534975825358967,0.019654465414400746,0.5740458868009856,0.08773002160756149,0,0,0,1,0,0,0
0.18352064331306361,0.7269202545799774,0.3412276041434582,0.5937003522153863,0.5740458868009856,0.08773002160756149,1.1480917736019711,0.17546004321512298,0,0,0,0,1,0,0
0.2712506649206251,1.300966141380963,0.3412276041434582,0.5937003522153863,0,0,0,0,0,0,0,0,0,1,0
0.18352064331306361,0.7269202545799774,0.2534975825358967,0.019654465414400746,0,0,0.5740458868009856,0.08773002160756149,0,0,0,0,0,0,1
0.13493133198553736,0.13194532406007192,0.036094836206401915,0.03335896036598953,0,0,0.008395858666312627,0.3334998314761542,1,0,0,0,0,0,0
0,0,0.036094836206401915,0.03335896036598953,0.13194532406007192,0.13493133198553736,0.14034118272638454,0.46843116346169156,0,1,0,0,0,0,0
0.1682902923515269,0.16804016026647384,0,0,0,0,0.04175481903230216,0.3695946676825561,0,0,1,0,0,0,0
0.13493133198553736,0.13194532406007192,0,0,0.036094836206401915,0.03335896036598953,0.008395858666312627,0.3334998314761542,0,0,0,1,0,0,0
0.13493133198553736,0.13194532406007192,0.3695946676825561,0.04175481903230216,0.008395858666312627,0.3334998314761542,0.016791717332625255,0.6669996629523084,0,0,0,0,1,0,0
0.46843116346169156,0.14034118272638454,0.3695946676825561,0.04175481903230216,0,0,0,0,0,0,0,0,0,1,0
0.13493133198553736,0.13194532406007192,0.036094836206401915,0.03335896036598953,0,0,0.008395858666312627,0.3334998314761542,0,0,0,0,0,0,1
0.003041699965607481,0.08762719759346341,0.01729013515865105,0.17788125912927122,0,0,0.1501175760681145,0.023190133152214253,1,0,0,0,0,0,0
0,0,0.01729013515865105,0.17788125912927122,0.08762719759346341,0.003041699965607481,0.2377447736615779,0.026231833117821735,0,1,0,0,0,0,0
0.1809229590948787,0.10491733275211446,0,0,0,0,0.3279988351973857,0.040480268310865306,0,0,1,0,0,0,0
0.003041699965607481,0.08762719759346341,0,0,0.01729013515865105,0.17788125912927122,0.1501175760681145,0.023190133152214253,0,0,0,1,0,0,0
0.003041699965607481,0.08762719759346341,0.040480268310865306,0.3279988351973857,0.1501175760681145,0.023190133152214253,0.300235152136229,0.04638026630442851,0,0,0,0,1,0,0
0.026231833117821735,0.2377447736615779,0.040480268310865306,0.3279988351973857,0,0,0,0,0,0,0,0,0,1,0
0.003041699965607481,0.08762719759346341,0.01729013515865105,0.17788125912927122,0,0,0.1501175760681145,0.023190133152214253,0,0,0,0,0,0,1
0.028664915745970545,0.388600840952092,0.3229524017649984,0.29636496829655806,0,0,0.4230276251672462,0.0030706137131285317,1,0,0,0,0,0,0
0,0,0.3229524017649984,0.29636496829655806,0.388600840952092,0.028664915745970545,0.8116284661193383,0.03173552945909908,0,1,0,0,0,0,0
0.3250298840425286,0.7115532427170904,0,0,0,0,0.7193925934638042,0.32602301547812695,0,0,1,0,0,0,0
0.028664915745970545,0.388600840952092,0,0,0.3229524017649984,0.29636496829655806,0.4230276251672462,0.0030706137131285317,0,0,0,1,0,0,0
0.028664915745970545,0.388600840952092,0.32602301547812695,0.7193925934638042,0.4230276251672462,0.0030706137131285317,0.8460552503344924,0.0061412274262570635,0,0,0,0,1,0,0
0.03173552945909908,0.8116284661193383,0.32602301547812695,0.7193925934638042,0,0,0,0,0,0,0,0,0,1,0
0.028664915745970545,0.388600840952092,0.3229524017649984,0.29636496829655806,0,0,0.4230276251672462,0.0030706137131285317,0,0,0,0,0,0,1
0.5950645244375125,0.1517378123136653,0.032522895712598865,0.3838130567669638,0,0,0.2400583747815082,0.21543251823637954,1,0,0,0,0,0,0
0,0,0.032522895712598865,0.3838130567669638,0.1517378123136653,0.5950645244375125,0.3917961870951735,0.810497042673892,0,1,0,0,0,0,0
0.9788775812044763,0.18426070802626415,0,0,0,0,0.623871431548472,0.2479554139489784,0,0,1,0,0,0,0
0.5950645244375125,0.1517378123136653,0,0,0.032522895712598865,0.3838130567669638,0.2400583747815082,0.21543251823637954,0,0,0,1,0,0,0
0.5950645244375125,0.1517378123136653,0.2479554139489784,0.623871431548472,0.2400583747815082,0.21543251823637954,0.4801167495630164,0.4308650364727591,0,0,0,0,1,0,0
0.810497042673892,0.3917961870951735,0.2479554139489784,0.623871431548472,0,0,0,0,0,0,0,0,0,1,0
0.5950645244375125,0.1517378123136653,0.032522895712598865,0.3838130567669638,0,0,0.2400583747815082,0.21543251823637954,0,0,0,0,0,0,1
4.2436121594603845e-06,0.4000550229986806,0.007354984974125289,0.08167074169091748,0,0,0.0024210146935791403,0.06443248577304149,1,0,0,0,0,0,0
0,0,0.007354984974125289,0.08167074169091748,0.4000550229986806,4.2436121594603845e-06,0.40247603769225976,0.06443672938520095,0,1,0,0,0,0,0
0.08167498530307694,0.4074100079728059,0,0,0,0,0.08409175638449662,0.07178747074716678,0,0,1,0,0,0,0
4.2436121594603845e-06,0.4000550229986806,0,0,0.007354984974125289,0.08167074169091748,0.0024210146935791403,0.06443248577304149,0,0,0,1,0,0,0
4.2436121594603845e-06,0.4000550229986806,0.07178747074716678,0.08409175638449662,0.0024210146935791403,0.06443248577304149,0.0048420293871582806,0.12886497154608298,0,0,0,0,1,0,0
0.06443672938520095,0.40247603769225976,0.07178747074716678,0.08409175638449662,0,0,0,0,0,0,0,0,0,1,0
4.2436121594603845e-06,0.4000550229986806,0.007354984974125289,0.08167074169091748,0,0,0.0024210146935791403,0.06443248577304149,0,0,0,0,0,0,1
0.2608912645964261,0.03432113916472284,0.19104007453149735,0.0520099246927576,0,0,0.036758061200245676,0.4551690607154357,1,0,0,0,0,0,0
0,0,0.19104007453149735,0.0520099246927576,0.03432113916472284,0.2608912645964261,0.07107920036496851,0.7160603253118618,0,1,0,0,0,0,0
0.3129011892891837,0.2253612136962202,0,0,0,0,0.08876798589300328,0.646209135246933,0,0,1,0,0,0,0
0.2608912645964261,0.03432113916472284,0,0,0.19104007453149735,0.0520099246927576,0.036758061200245676,0.4551690607154357,0,0,0,1,0,0,0
0.2608912645964261,0.03432113916472284,0.646209135246933,0.08876798589300328,0.036758061200245676,0.4551690607154357,0.07351612240049135,0.9103381214308714,0,0,0,0,1,0,0
0.7160603253118618,0.07107920036496851,0.646209135246933,0.08876798589300328,0,0,0,0,0,0,0,0,0,1,0
0.2608912645964261,0.03432113916472284,0.19104007453149735,0.0520099246927576,0,0,0.036758061200245676,0.4551690607154357,0,0,0,0,0,0,1
0.03156516351103006,0.11955080829794934,0.1903368449597806,0.9269151800249293,0,0,0.010497515591928195,0.9163418790068327,1,0,0,0,0,0,0
0,0,0.1903368449597806,0.9269151800249293,0.11955080829794934,0.03156516351103006,0.13004832388987753,0.9479070425178628,0,1,0,0,0,0,0
0.9584803435359595,0.30988765325772993,0,0,0,0,0.9374126956168576,1.1066787239666134,0,0,1,0,0,0,0
0.03156516351103006,0.11955080829794934,0,0,0.1903368449597806,0.9269151800249293,0.010497515591928195,0.9163418790068327,0,0,0,1,0,0,0
0.03156516351103006,0.11955080829794934,1.1066787239666134,0.9374126956168576,0.010497515591928195,0.9163418790068327,0.02099503118385639,1.8326837580136655,0,0,0,0,1,0,0
0.9479070425178628,0.13004832388987753,1.1066787239666134,0.9374126956168576,0,0,0,0,0,0,0,0,0,1,0
0.03156516351103006,0.11955080829794934,0.1903368449597806,0.9269151800249293,0,0,0.010497515591928195,0.9163418790068327,0,0,0,0,0,0,1
0.02903734208999333,0.31671192176066226,0.15888211954430403,0.4463356594925243,0,0,0.04141613846434676,0.009753162367348227,1,0,0,0,0,0,0
0,0,0.15888211954430403,0.4463356594925243,0.31671192176066226,0.02903734208999333,0.35812806022500904,0.03879050445734156,0,1,0,0,0,0,0
0.4753730015825176,0.4755940413049663,0,0,0,0,0.48775179795687107,0.16863528191165225,0,0,1,0,0,0,0
0.02903734208999333,0.31671192176066226,0,0,0.15888211954430403,0.4463356594925243,0.04141613846434676,0.009753162367348227,0,0,0,1,0,0,0
0.02903734208999333,0.31671192176066226,0.16863528191165225,0.48775179795687107,0.04141613846434676,0.009753162367348227,0.08283227692869352,0.019506324734696455,0,0,0,0,1,0,0
0.03879050445734156,0.35812806022500904,0.16863528191165225,0.48775179795687107,0,0,0,0,0,0,0,0,0,1,0
0.02903734208999333,0.31671192176066226,0.15888211954430403,0.4463356594925243,0,0,0.04141613846434676,0.009753162367348227,0,0,0,0,0,0,1
0.1622814356174576,0.2766441650397131,0.24510465526774372,0.10512929411125893,0,0,0.27656081488158335,0.14081005268109645,1,0,0,0,0,0,0
0,0,0.24510465526774372,0.10512929411125893,0.2766441650397131,0.1622814356174576,0.5532049799212965,0.30309148829855403,0,1,0,0,0,0,0
0.2674107297287165,0.5217488203074568,0,0,0,0,0.3816901089928423,0.3859147079488402,0,0,1,0,0,0,0
0.1622814356174576,0.2766441650397131,0,0,0.24510465526774372,0.10512929411125893,0.27656081488158335,0.14081005268109645,0,0,0,1,0,0,0
0.1622814356174576,0.2766441650397131,0.3859147079488402,0.3816901089928423,0.27656081488158335,0.14081005268109645,0.5531216297631667,0.2816201053621929,0,0,0,0,1,0,0
0.30309148829855403,0.5532049799212965,0.3859147079488402,0.3816901089928423,0,0,0,0,0,0,0,0,0,1,0
0.1622814356174576,0.2766441650397131,0.24510465526774372,0.10512929411125893,0,0,0.27656081488158335,0.14081005268109645,0,0,0,0,0,0,1
0.15615916707478195,0.1034003164275059,0.8738545741058835,0.0832541393662104,0,0,0.5743596792291611,0.15981271740645275,1,0,0,0,0,0,0
0,0,0.8738545741058835,0.0832541393662104,0.1034003164275059,0.15615916707478195,0.677759995656667,0.3159718844812347,0,1,0,0,0,0,0
0.23941330644099235,0.9772548905333894,0,0,0,0,0.6576138185953715,1.0336672915123364,0,0,1,0,0,0,0
0.15615916707478195,0.1034003164275059,0,0,0.8738545741058835,0.0832541393662104,0.5743596792291611,0.15981271740645275,0,0,0,1,0,0,0
0.15615916707478195,0.1034003164275059,1.0336672915123364,0.6576138185953715,0.5743596792291611,0.15981271740645275,1.1487193584583222,0.3196254348129055,0,0,0,0,1,0,0
0.3159718844812347,0.677759995656667,1.0336672915123364,0.6576138185953715,0,0,0,0,0,0,0,0,0,1,0
0.15615916707478195,0.1034003164275059,0.8738545741058835,0.0832541393662104,0,0,0.5743596792291611,0.15981271740645275,0,0,0,0,0,0,1
0.5917198969937557,0.24907805281591625,0.5225046455769596,0.4904604116600352,0,0,0.29371283027536677,0.32938322004716436,1,0,0,0,0,0,0
0,0,0.5225046455769596,0.4904604116600352,0.24907805281591625,0.5917198969937557,0.542790883091283,0.9211031170409201,0,1,0,0,0,0,0
1.082180308653791,0.7715826983928759,0,0,0,0,0.7841732419354019,0.851887865624124,0,0,1,0,0,0,0
0.5917198969937557,0.24907805281591625,0,0,0.5225046455769596,0.4904604116600352,0.29371283027536677,0.32938322004716436,0,0,0,1,0,0,0
0.5917198969937557,0.24907805281591625,0.851887865624124,0.7841732419354019,0.29371283027536677,0.32938322004716436,0.5874256605507335,0.6587664400943287,0,0,0,0,1,0,0
0.9211031170409201,0.542790883091283,0.851887865624124,0.7841732419354019,0,0,0,0,0,0,0,0,0,1,0
0.5917198969937557,0.24907805281591625,0.5225046455769596,0.4904604116600352,0,0,0.29371283027536677,0.32938322004716436,0,0,0,0,0,0,1
0.0894481460146076,0.16451548918785677,0.21806603682416145,0.01820726410381992,0,0,0.043432628657912066,0.24351079935889064,1,0,0,0,0,0,0
0,0,0.21806603682416145,0.01820726410381992,0.16451548918785677,0.0894481460146076,0.20794811784576883,0.33295894537349824,0,1,0,0,0,0,0
0.10765541011842752,0.3825815260120182,0,0,0,0,0.061639892761731985,0.4615768361830521,0,0,1,0,0,0,0
0.0894481460146076,0.16451548918785677,0,0,0.21806603682416145,0.01820726410381992,0.043432628657912066,0.24351079935889064,0,0,0,1,0,0,0
0.0894481460146076,0.16451548918785677,0.4615768361830521,0.061639892761731985,0.043432628657912066,0.24351079935889064,0.08686525731582413,0.4870215987177813,0,0,0,0,1,0,0
0.33295894537349824,0.20794811784576883,0.4615768361830521,0.061639892761731985,0,0,0,0,0,0,0,0,0,1,0
0.0894481460146076,0.16451548918785677,0.21806603682416145,0.01820726410381992,0,0,0.043432628657912066,0.24351079935889064,0,0,0,0,0,0,1
0.11849870309385185,0.2803629559071756,0.3259906930631596,0.8549828120500271,0,0,0.1246766266824976,0.6764496750654572,1,0,0,0,0,0,0
0,0,0.3259906930631596,0.8549828120500271,0.2803629559071756,0.11849870309385185,0.4050395825896732,0.794948378159309,0,1,0,0,0,0,0
0.9734815151438789,0.6063536489703352,0,0,0,0,0.9796594387325247,1.0024403681286167,0,0,1,0,0,0,0
0.11849870309385185,0.2803629559071756,0,0,0.3259906930631596,0.8549828120500271,0.1246766266824976,0.6764496750654572,0,0,0,1,0,0,0
0.11849870309385185,0.2803629559071756,1.0024403681286167,0.9796594387325247,0.1246766266824976,0.6764496750654572,0.2493532533649952,1.3528993501309143,0,0,0,0,1,0,0
0.794948378159309,0.4050395825896732,1.0024403681286167,0.9796594387325247,0,0,0,0,0,0,0,0,0,1,0
0.11849870309385185,0.2803629559071756,0.3259906930631596,0.8549828120500271,0,0,0.1246766266824976,0.6764496750654572,0,0,0,0,0,0,1
0.32664568732141,0.046617537644347756,0.2294389249275822,0.011792763814031604,0,0,0.530869650687512,0.6071493753496149,1,0,0,0,0,0,0
0,0,0.2294389249275822,0.011792763814031604,0.046617537644347756,0.32664568732141,0.5774871883318597,0.933795062671025,0,1,0,0,0,0,0
0.33843845113544163,0.27605646257192995,0,0,0,0,0.5426624145015436,0.8365883002771971,0,0,1,0,0,0,0
0.32664568732141,0.046617537644347756,0,0,0.2294389249275822,0.011792763814031604,0.530869650687512,0.6071493753496149,0,0,0,1,0,0,0
0.32664568732141,0.046617537644347756,0.8365883002771971,0.5426624145015436,0.530869650687512,0.6071493753496149,1.061739301375024,1.2142987506992298,0,0,0,0,1,0,0
0.933795062671025,0.5774871883318597,0.8365883002771971,0.5426624145015436,0,0,0,0,0,0,0,0,0,1,0
0.32664568732141,0.046617537644347756,0.2294389249275822,0.011792763814031604,0,0,0.530869650687512,0.6071493753496149,0,0,0,0,0,0,1
0.4424703830870756,0.2766272515923605,0.36896831906051947,0.011878818510571088,0,0,0.004927048173403348,0.11994060250377397,1,0,0,0,0,0,0
0,0,0.36896831906051947,0.011878818510571088,0.2766272515923605,0.4424703830870756,0.28155429976576385,0.5624109855908496,0,1,0,0,0,0,0
0.4543492015976467,0.64559557065288,0,0,0,0,0.016805866683974435,0.48890892156429344,0,0,1,0,0,0,0
0.4424703830870756,0.2766272515923605,0,0,0.36896831906051947,0.011878818510571088,0.004927048173403348,0.11994060250377397,0,0,0,1,0,0,0
0.4424703830870756,0.2766272515923605,0.48890892156429344,0.016805866683974435,0.004927048173403348,0.11994060250377397,0.009854096346806696,0.23988120500754795,0,0,0,0,1,0,0
0.5624109855908496,0.28155429976576385,0.48890892156429344,0.016805866683974435,0,0,0,0,0,0,0,0,0,1,0
0.4424703830870756,0.2766272515923605,0.36896831906051947,0.011878818510571088,0,0,0.004927048173403348,0.11994060250377397,0,0,0,0,0,0,1
0.157837866256962,0.028391043867889973,0.10363796631845397,0.006960759615862289,0,0,0.6046895975146214,0.05564833735933611,1,0,0,0,0,0,0
0,0,0.10363796631845397,0.006960759615862289,0.028391043867889973,0.157837866256962,0.6330806413825113,0.2134862036162981,0,1,0,0,0,0,0
0.1647986258728243,0.13202901018634394,0,0,0,0,0.6116503571304837,0.15928630367779006,0,0,1,0,0,0,0
0.157837866256962,0.028391043867889973,0,0,0.10363796631845397,0.006960759615862289,0.6046895975146214,0.05564833735933611,0,0,0,1,0,0,0
0.157837866256962,0.028391043867889973,0.15928630367779006,0.6116503571304837,0.6046895975146214,0.05564833735933611,1.2093791950292427,0.11129667471867222,0,0,0,0,1,0,0
0.2134862036162981,0.6330806413825113,0.15928630367779006,0.6116503571304837,0,0,0,0,0,0,0,0,0,1,0
0.157837866256962,0.028391043867889973,0.10363796631845397,0.006960759615862289,0,0,0.6046895975146214,0.05564833735933611,0,0,0,0,0,0,1
0.059270655080966295,0.5662308463390312,0.3541428269490201,0.07270514285392271,0,0,0.3587858726579135,0.6025795070553386,1,0,0,0,0,0,0
0,0,0.3541428269490201,0.07270514285392271,0.5662308463390312,0.059270655080966295,0.9250167189969447,0.6618501621363049,0,1,0,0,0,0,0
0.131975797934889,0.9203736732880513,0,0,0,0,0.4314910155118362,0.9567223340043587,0,0,1,0,0,0,0
0.059270655080966295,0.5662308463390312,0,0,0.3541428269490201,0.07270514285392271,0.3587858726579135,0.6025795070553386,0,0,0,1,0,0,0
0.059270655080966295,0.5662308463390312,0.9567223340043587,0.4314910155118362,0.3587858726579135,0.6025795070553386,0.717571745315827,1.2051590141106772,0,0,0,0,1,0,0
0.6618501621363049,0.9250167189969447,0.9567223340043587,0.4314910155118362,0,0,0,0,0,0,0,0,0,1,0
0.059270655080966295,0.5662308463390312,0.3541428269490201,0.07270514285392271,0,0,0.3587858726579135,0.6025795070553386,0,0,0,0,0,0,1
0.19671405392667138,0.1826586363011218,0.7629227840925933,0.11217178390110683,0,0,0.8416629140962179,0.4325532000355403,1,0,0,0,0,0,0
0,0,0.7629227840925933,0.11217178390110683,0.1826586363011218,0.19671405392667138,1.0243215503973397,0.6292672539622117,0,1,0,0,0,0,0
